pair_id,left_rule_id,right_rule_id,left_law,right_law,left_norm,right_norm,机器标记,校验标记,出现查询数,方向分布,AI裁决分布,AI冲突类型分布,AI依据分布,示例query,AI理由样例,专家裁决(无冲突/稳定冲突/场景依赖),专家冲突类型,专家压制方向,专家法理依据(lex_specialis/lex_superior/contextual/none),专家备注
P116,CN_CSSPG_001,MO_PDPA_Art19_001,网络安全标准实践指南 — 敏感个人信息识别指南,澳门《个人资料保护法》,技术指南（推荐性）,澳门法律,跨法域,normalized_weak_norm_to_not_conflict:1,1,MO->CN:1,无冲突:1,一般与例外:1,contextual:1,GBAMC-DRAFT-0392,澳门法要求目的地具适当保护水平方可转移；内地无澳门主管机关适当性认定，但内地敏感个人信息保护规则可作个案评估依据，不构成义务排斥，按场景依赖处理。,,,,,
P117,CN_GBA_HK_GUIDE_Art2,CN_SPI_008,粤港澳大湾区（内地、香港）个人信息跨境流动标准合同实施指引,网络安全标准实践指南 — 敏感个人信息识别指南,规范性文件（实施指引）,技术指南（推荐性）,跨法域; GBA指引相关,,1,CN->HK:1,并存（按孰严执行）:1,并行义务:1,none:1,GBAMC-DRAFT-0283,用药记录属敏感个人信息，GBA标准合同适用时须叠加敏感个人信息保护规则，不构成冲突。,,,,,
P118,CN_GBA_HK_GUIDE_Art5,CN_PIPL_Art38_001,粤港澳大湾区（内地、香港）个人信息跨境流动标准合同实施指引,个人信息保护法,规范性文件（实施指引）,法律,跨法域; GBA指引相关,,1,CN->HK:1,并存（按孰严执行）:1,并行义务:1,lex_specialis:1,GBAMC-DRAFT-0285,GBA影响评估与PIPL第38条出境条件并行，均需履行；影响评估不替代安全评估或标准合同等法定出境路径。,,,,,
P119,CN_GBA_HK_GUIDE_Art5,HK_PDPO_DPP1_003,粤港澳大湾区（内地、香港）个人信息跨境流动标准合同实施指引,香港《个人资料（私隐）条例》,规范性文件（实施指引）,香港主体条例,跨法域; GBA指引相关,,1,CN->HK:1,并存（按孰严执行）:1,并行义务:1,none:1,GBAMC-DRAFT-0353,内地要求出境前影响评估，香港要求收集时告知目的及移转对象，两者并行不排斥，可同时履行。,,,,,
P120,CN_GBA_MO_GUIDE_Art2,CN_GDHMD_001,粤港澳大湾区（内地、澳门）个人信息跨境流动标准合同实施指引,广东省健康医疗数据安全分类分级管理技术规范,规范性文件（实施指引）,团体标准（推荐性技术文件）,跨法域; GBA指引相关,,1,CN->MO:1,无冲突:1,并行义务:1,none:1,GBAMC-DRAFT-0759,团体标准非法规，不创设法律义务，不得以4级数据需国家审批压制GBA标准合同路径；仅作数据分级参考。,,,,,
P121,CN_GBA_MO_GUIDE_Art2,CN_GDHMD_023,粤港澳大湾区（内地、澳门）个人信息跨境流动标准合同实施指引,广东省健康医疗数据安全分类分级管理技术规范,规范性文件（实施指引）,团体标准（推荐性技术文件）,跨法域; GBA指引相关,normalized_weak_norm_to_not_conflict:1; normalized_basis_to_none:1,1,CN->MO:1,无冲突:1,强制与可选:1,none:1,GBAMC-DRAFT-0724,生命体征DTLS加密系团体标准推荐措施，非法律强制义务，不得据此排除GBA标准合同路径；加密可作为安全保障措施并行采用。,,,,,
P122,CN_GBA_MO_GUIDE_Art2,CN_PIPL_Art38_001,粤港澳大湾区（内地、澳门）个人信息跨境流动标准合同实施指引,个人信息保护法,规范性文件（实施指引）,法律,跨法域; GBA指引相关,,1,CN->MO:1,并存（按孰严执行）:1,一般与例外:1,lex_specialis:1,GBAMC-DRAFT-0681,PIPL第38条规定出境路径，GBA指引为区域便利化安排。敏感信息超1万人时，GBA标准合同能否豁免数量限制存在争议，暂按并存处理。,,,,,
P123,CN_GBA_MO_GUIDE_Art7,CN_OUTBOUND_Art7_002,粤港澳大湾区（内地、澳门）个人信息跨境流动标准合同实施指引,促进和规范数据跨境流动规定,规范性文件（实施指引）,部门规章,跨法域; GBA指引相关,,1,CN->MO:1,并存（按孰严执行）:1,并行义务:1,contextual:1,GBAMC-DRAFT-0602,GBA标准合同备案与安全评估申报系不同程序，若走GBA路径需备案，若触发安全评估则需申报，两者并行不排斥。,,,,,
P124,CN_GDHMD_001,HK_PDPO_CONSENT_DEF_001,广东省健康医疗数据安全分类分级管理技术规范,香港《个人资料（私隐）条例》,团体标准（推荐性技术文件）,香港主体条例,跨法域,,1,HK->CN:1,并存（按孰严执行）:1,并行义务:1,contextual:1,GBAMC-DRAFT-0055,香港订明同意与内地推荐性分级要求可同时满足；内地规则非法律义务，不排斥香港同意要件。,,,,,
P125,CN_GDHMD_001,HK_PDPO_DPP2_001,广东省健康医疗数据安全分类分级管理技术规范,香港《个人资料（私隐）条例》,团体标准（推荐性技术文件）,香港主体条例,跨法域,,1,HK->CN:1,并存（按孰严执行）:1,并行义务:1,contextual:1,GBAMC-DRAFT-0550,香港保留期限原则要求不超所需时间，广东团体标准建议基因数据匿名化；后者为推荐性技术文件，不创设法律义务，与前者并行不排斥。,,,,,
P126,CN_GDHMD_002,HK_PDPO_DPP3_001,广东省健康医疗数据安全分类分级管理技术规范,香港《个人资料（私隐）条例》,团体标准（推荐性技术文件）,香港主体条例,跨法域,,1,HK->CN:1,并存（按孰严执行）:1,并行义务:1,contextual:1,GBAMC-DRAFT-0572,港方要求使用限于原目的或直接相关目的并取得订明同意；粤团体标准仅为推荐性分级参考，不创设法律义务，二者可并行遵守，不构成排斥。,,,,,
P127,CN_GDHMD_003,CN_OUTBOUND_Art7_002,广东省健康医疗数据安全分类分级管理技术规范,促进和规范数据跨境流动规定,团体标准（推荐性技术文件）,部门规章,,normalized_weak_norm_to_not_conflict:1; normalized_basis_to_none:1,1,CN->MO:1,无冲突:1,强制与可选:1,none:1,GBAMC-DRAFT-0693,团体标准为推荐性技术文件，不创设法律义务，不得以4级数据需国家审批压制部门规章。现行法无数据分级触发国家审批制度。,,,,,
P128,CN_GDHMD_008,CN_GDHMD_022,广东省健康医疗数据安全分类分级管理技术规范,广东省健康医疗数据安全分类分级管理技术规范,团体标准（推荐性技术文件）,团体标准（推荐性技术文件）,同法内关系,,1,MO->CN:1,并存（按孰严执行）:1,并行义务:1,none:1,GBAMC-DRAFT-0130,均为推荐性团体标准，不创设法律义务；检验检查与ICD-10分级处理要求可并行参考，不构成规范冲突。,,,,,
P129,CN_GDHMD_008,CN_OUTBOUND_Art5_004,广东省健康医疗数据安全分类分级管理技术规范,促进和规范数据跨境流动规定,团体标准（推荐性技术文件）,部门规章,,,1,CN->HK:1,无冲突:1,并行义务:1,none:1,GBAMC-DRAFT-0351,团体标准不创设法律义务，仅参考；第5条豁免因涉及敏感个人信息不适用，两者无冲突。,,,,,
P130,CN_GDHMD_008,HK_PDPO_CONSENT_DEF_001,广东省健康医疗数据安全分类分级管理技术规范,香港《个人资料（私隐）条例》,团体标准（推荐性技术文件）,香港主体条例,跨法域,,1,HK->CN:1,并存（按孰严执行）:1,并行义务:1,contextual:1,GBAMC-DRAFT-0007,香港订明同意与广东团标假名化建议可并行；团标不创设法律义务，不排斥香港同意要求。,,,,,
P131,CN_GDHMD_018,MO_PDPA_Art19_001,广东省健康医疗数据安全分类分级管理技术规范,澳门《个人资料保护法》,团体标准（推荐性技术文件）,澳门法律,跨法域,,1,MO->CN:1,并存（按孰严执行）:1,并行义务:1,contextual:1,GBAMC-DRAFT-0426,澳门法为转移前置要求，广东团体标准对DICOM面部图像仅建议去标识，属推荐性参考，二者并行不排斥。,,,,,
P132,CN_GDHMD_020,MO_PDPA_Art20_001,广东省健康医疗数据安全分类分级管理技术规范,澳门《个人资料保护法》,团体标准（推荐性技术文件）,澳门法律,跨法域,normalized_weak_norm_to_not_conflict:1; normalized_basis_to_none:1,1,MO->CN:1,无冲突:1,强制与可选:1,none:1,GBAMC-DRAFT-0132,团体标准无强制力，不得要求SHA-256哈希化作为跨境前提。澳门PDPA第20条为法律，其同意例外路径应优先。,,,,,
P133,CN_GDHMD_022,HK_PDPO_DPP3_001,广东省健康医疗数据安全分类分级管理技术规范,香港《个人资料（私隐）条例》,团体标准（推荐性技术文件）,香港主体条例,跨法域,normalized_weak_norm_to_not_conflict:1; normalized_basis_to_none:1,1,HK->CN:1,无冲突:1,强制与可选:1,none:1,GBAMC-DRAFT-0006,ICD-10诊断编码跨境移除标识的建议为团体标准，非法律义务；香港PDPO DPP3使用限制为法定要求，本操作应依香港法判断，排除团体标准的强制适用。,,,,,
P134,CN_GDHMD_023,CN_OUTBOUND_Art8_001,广东省健康医疗数据安全分类分级管理技术规范,促进和规范数据跨境流动规定,团体标准（推荐性技术文件）,部门规章,,normalized_weak_norm_to_not_conflict:1; normalized_basis_to_none:1,1,CN->MO:1,无冲突:1,强制与可选:1,none:1,GBAMC-DRAFT-0760,CN_GDHMD_023属推荐性团体标准，仅提供数据分级与加密参考，不构成法定出境前置条件，不得据此排除或替代部门规章的出境路径要求。,,,,,
P135,CN_GDHMD_023,CN_SPI_015,广东省健康医疗数据安全分类分级管理技术规范,网络安全标准实践指南 — 敏感个人信息识别指南,团体标准（推荐性技术文件）,技术指南（推荐性）,,,1,MO->CN:1,并存（按孰严执行）:1,并行义务:1,contextual:1,GBAMC-DRAFT-0368,睡眠监测等生命体征数据既属敏感个人信息需单独同意，又属3级数据需加密传输，两项义务并行不冲突。,,,,,
P136,CN_GDHMD_023,HK_PDPO_DPP2_001,广东省健康医疗数据安全分类分级管理技术规范,香港《个人资料（私隐）条例》,团体标准（推荐性技术文件）,香港主体条例,跨法域,,1,HK->CN:1,并存（按孰严执行）:1,并行义务:1,contextual:1,GBAMC-DRAFT-0529,香港准确性及保留期限原则与广东团体标准关于生命体征跨境监护加密传输的建议并行；后者为推荐性技术文件，不构成对香港条例的压制或排除。,,,,,
P137,CN_GDHMD_030,MO_PDPA_Art20_001,广东省健康医疗数据安全分类分级管理技术规范,澳门《个人资料保护法》,团体标准（推荐性技术文件）,澳门法律,跨法域,normalized_weak_norm_to_not_conflict:1; normalized_basis_to_none:1,1,MO->CN:1,无冲突:1,强制与可选:1,none:1,GBAMC-DRAFT-0132,团体标准不创设法律义务，不得要求去标识和限制二次使用作为跨境条件。澳门PDPA第20条为法律，应优先适用。,,,,,
P138,CN_HGR_Art28_001,CN_OUTBOUND_Art7_002,人类遗传资源管理条例,促进和规范数据跨境流动规定,行政法规,部门规章,,,1,CN->HK:1,并存（按孰严执行）:1,并行义务:1,none:1,GBAMC-DRAFT-0302,网信部门安全评估与科技行政部门人类遗传资源备案备份是不同监管程序，并行不悖，应同时履行。,,,,,
P139,CN_OUTBOUND_Art5_004,CN_OUTBOUND_Art7_002,促进和规范数据跨境流动规定,促进和规范数据跨境流动规定,部门规章,部门规章,同法内关系,,1,CN->MO:1,排除左:1,一般与例外:1,lex_specialis:1,GBAMC-DRAFT-0774,操作涉及敏感个人信息（基因、医疗数据），第5条豁免仅适用于不含敏感个人信息且不满10万人的情形，故第5条豁免不适用，应按第7条判断安全评估义务。,,,,,
P140,CN_OUTBOUND_Art5_004,CN_PIPL_Art38_001,促进和规范数据跨境流动规定,个人信息保护法,部门规章,法律,,,1,CN->HK:1,无冲突:1,并行义务:1,lex_specialis:1,GBAMC-DRAFT-0295,PIPL第38条为出境一般条件；第5条豁免仅适用于不含敏感个人信息且不满10万人。本操作含敏感个人信息且累计72782人，第5条豁免不适用，应回归第38条路径。,,,,,
P141,CN_OUTBOUND_Art5_5_001,CN_PIPL_Art39_001,促进和规范数据跨境流动规定,个人信息保护法,部门规章,法律,,,1,CN->HK:1,无冲突:1,并行义务:1,lex_specialis:1,GBAMC-DRAFT-0310,紧急情况豁免仅免除安全评估、标准合同、认证三项，不免除PIPL第39条告知与单独同意义务；本操作非紧急且未取得单独同意，第5条豁免不适用。,,,,,
P142,CN_OUTBOUND_Art7_002,CN_PIPL_Art38_001,促进和规范数据跨境流动规定,个人信息保护法,部门规章,法律,,,1,CN->HK:1,无冲突:1,并行义务:1,lex_specialis:1,GBAMC-DRAFT-0284,PIPL第38条列明出境条件，出境新规第7条具体化安全评估门槛。两者为同一义务的双重基础，需同时满足。,,,,,
P143,CN_OUTBOUND_Art7_002,MO_PDPA_Art19_001,促进和规范数据跨境流动规定,澳门《个人资料保护法》,部门规章,澳门法律,跨法域,,1,CN->MO:1,并存（按孰严执行）:1,义务与许可:1,contextual:1,GBAMC-DRAFT-0616,内地要求敏感信息超1万人须安全评估，澳门要求先确认适当性保护水平；两者均为出境前置条件，可并行满足，不相互排斥。,,,,,
P144,CN_OUTBOUND_Art8_001,CN_PIPL_Art40_001,促进和规范数据跨境流动规定,个人信息保护法,部门规章,法律,,,1,CN->MO:1,无冲突:1,并行义务:1,lex_specialis:1,GBAMC-DRAFT-0816,第8条为一般出境门槛，PIPL第40条针对CIIO或达量主体要求境内存储与安全评估；主体非CIIO但累计19594人未达第40条数量门槛，二者并行。,,,,,
P145,CN_OUTBOUND_Art8_001,CN_SPI_008,促进和规范数据跨境流动规定,网络安全标准实践指南 — 敏感个人信息识别指南,部门规章,技术指南（推荐性）,,,1,CN->HK:1,并存（按孰严执行）:1,并行义务:1,contextual:1,GBAMC-DRAFT-0310,用药记录属敏感个人信息，第8条要求不满1万人敏感个人信息走标准合同或认证；本操作已超1万人，应走安全评估或GBA路径，两者并行不排斥。,,,,,
P146,CN_PIPL_Art38_001,HK_PDPO_DPP3_001,个人信息保护法,香港《个人资料（私隐）条例》,法律,香港主体条例,跨法域,,1,CN->HK:1,并存（按孰严执行）:1,并行义务:1,contextual:1,GBAMC-DRAFT-0332,内地出境需安全评估/标准合同/认证，香港使用限制需订明同意或直接相关用途。两者并行不排斥，可同时履行。,,,,,
P147,CN_PIPL_Art38_001,HK_PDPO_S33_NOTE,个人信息保护法,香港《个人资料（私隐）条例》,法律,香港主体条例,跨法域,,1,CN->HK:1,并存（按孰严执行）:1,并行义务:1,none:1,GBAMC-DRAFT-0253,内地要求通过安全评估、认证或标准合同出境；香港第33条尚未生效，跨境移转仍受保障资料原则规管。两地各自要求合规路径，不相互排斥。,,,,,
P148,CN_SPI_001,HK_PDPO_DPP4_001,网络安全标准实践指南 — 敏感个人信息识别指南,香港《个人资料（私隐）条例》,技术指南（推荐性）,香港主体条例,跨法域,,1,HK->CN:1,并存（按孰严执行）:1,并行义务:1,contextual:1,GBAMC-DRAFT-0480,香港PDPO第4原则要求采取切实可行保安措施；内地PIPL对敏感个人信息要求更严格安全保障。两者均为安全保障义务，方向一致、互不排斥，可并行履行，取较严者执行。,,,,,
P149,CN_SPI_003,HK_PDPO_CONSENT_DEF_001,网络安全标准实践指南 — 敏感个人信息识别指南,香港《个人资料（私隐）条例》,技术指南（推荐性）,香港主体条例,跨法域,,1,HK->CN:1,并存（按孰严执行）:1,并行义务:1,contextual:1,GBAMC-DRAFT-0573,香港PDPO订明同意与内地敏感个人信息单独同意构成要件不同，但可并行满足；应取两地较严要件，同时取得书面明确同意并履行单独同意告知。,,,,,
P150,CN_SPI_003,HK_PDPO_DPP1_002,网络安全标准实践指南 — 敏感个人信息识别指南,香港《个人资料（私隐）条例》,技术指南（推荐性）,香港主体条例,跨法域,,1,HK->CN:1,并存（按孰严执行）:1,并行义务:1,contextual:1,GBAMC-DRAFT-0492,香港收集目的与适度原则与内地敏感个人信息保护规则并行适用，各自要求告知同意与安全保障，不相互排斥。,,,,,
P151,CN_SPI_015,MO_PDPA_Art19_001,网络安全标准实践指南 — 敏感个人信息识别指南,澳门《个人资料保护法》,技术指南（推荐性）,澳门法律,跨法域,,1,MO->CN:1,并存（按孰严执行）:1,并行义务:1,contextual:1,GBAMC-DRAFT-0426,澳门法要求适当保护或例外，内地技术指南仅将睡眠监测报告识别为敏感个人信息，属推荐性参考，二者并行不排斥。,,,,,
P152,CN_SPI_017,MO_PDPA_Art20_001,网络安全标准实践指南 — 敏感个人信息识别指南,澳门《个人资料保护法》,技术指南（推荐性）,澳门法律,跨法域,,1,MO->CN:1,并存（按孰严执行）:1,并行义务:1,none:1,GBAMC-DRAFT-0392,澳门明确同意为转移例外，内地敏感个人信息需单独同意；两者并行不排斥，应同时满足，取较严标准。,,,,,
P153,CN_SPI_128,HK_PDPO_DPP1_002,网络安全标准实践指南 — 敏感个人信息识别指南,香港《个人资料（私隐）条例》,技术指南（推荐性）,香港主体条例,跨法域,,1,HK->CN:1,并存（按孰严执行）:1,并行义务:1,contextual:1,GBAMC-DRAFT-0014,香港要求收集目的合法、适度并告知；内地要求含医疗健康核心内容时按敏感信息处理。两地义务并行，可同时满足。,,,,,
P154,CN_SPI_128,HK_PDPO_DPP2_001,网络安全标准实践指南 — 敏感个人信息识别指南,香港《个人资料（私隐）条例》,技术指南（推荐性）,香港主体条例,跨法域,,1,HK->CN:1,并存（按孰严执行）:1,并行义务:1,contextual:1,GBAMC-DRAFT-0590,香港要求准确及保留不超过所需时间；内地指南提示健康管理档案含医疗核心内容按敏感信息处理。两者分别规范准确性与分类保护，义务并行，可同时遵守。,,,,,
P155,HK_PDPO_DPP1_003,HK_PDPO_DPP3_001,香港《个人资料（私隐）条例》,香港《个人资料（私隐）条例》,香港主体条例,香港主体条例,同法内关系,,1,HK->CN:1,并存（按孰严执行）:1,并行义务:1,contextual:1,GBAMC-DRAFT-0063,告知义务与使用限制同意要求并行，收集时告知目的、移转对象，使用超出原目的须另行订明同意，可同时满足。,,,,,
P156,HK_PDPO_DPP2_001,HK_PDPO_DPP4_001,香港《个人资料（私隐）条例》,香港《个人资料（私隐）条例》,香港主体条例,香港主体条例,同法内关系,,1,HK->CN:1,并存（按孰严执行）:1,并行义务:1,contextual:1,GBAMC-DRAFT-0063,准确性/保留期限与保安措施义务并行，分别规范资料质量与安全保障，不相互排斥，可同时履行。,,,,,
P157,HK_PDPO_DPP3_001,HK_PDPO_S33_NOTE,香港《个人资料（私隐）条例》,香港《个人资料（私隐）条例》,香港主体条例,香港主体条例,同法内关系,,1,HK->CN:1,并存（按孰严执行）:1,并行义务:1,contextual:1,GBAMC-DRAFT-0006,第33条尚未生效，跨境移转仍受DPP3等保障资料原则规管；公署指引建议合约保障，与DPP3并行，不构成冲突。,,,,,
P158,HK_PDPO_DPP4_001,HK_PDPO_S33_NOTE,香港《个人资料（私隐）条例》,香港《个人资料（私隐）条例》,香港主体条例,香港主体条例,同法内关系,,1,HK->CN:1,并存（按孰严执行）:1,并行义务:1,contextual:1,GBAMC-DRAFT-0063,第33条未生效，跨境移转仍受DPP4保安要求及公署指引约束，两者并行不冲突，应采合约保障等切实可行措施。,,,,,
