pair_id,left_rule_id,right_rule_id,left_law,right_law,left_norm,right_norm,机器标记,校验标记,出现查询数,方向分布,AI裁决分布,AI冲突类型分布,AI依据分布,示例query,AI理由样例,专家裁决(无冲突/稳定冲突/场景依赖),专家冲突类型,专家压制方向,专家法理依据(lex_specialis/lex_superior/contextual/none),专家备注
P131,CN_GDHMD_008,MO_PDPA_Art20_001,广东省健康医疗数据安全分类分级管理技术规范,澳门《个人资料保护法》,团体标准（推荐性技术文件）,澳门法律,跨法域,,1,MO->CN:1,并存（按孰严执行）:1,并行义务:1,contextual:1,GBAMC-DRAFT-0133,澳门转移例外与广东团标检验数据假名化建议并行；团标为推荐性参考，不构成法律义务，按孰严执行。,,,,,
P132,CN_GDHMD_023,CN_SPI_001,广东省健康医疗数据安全分类分级管理技术规范,网络安全标准实践指南 — 敏感个人信息识别指南,团体标准（推荐性技术文件）,技术指南（推荐性）,,,1,HK->CN:1,无冲突:1,并行义务:1,none:1,GBAMC-DRAFT-0547,团体标准为推荐性技术文件，不创设法律义务，与敏感个人信息识别指南无规范冲突。,,,,,
P133,CN_GDHMD_023,HK_PDPO_DPP1_002,广东省健康医疗数据安全分类分级管理技术规范,香港《个人资料（私隐）条例》,团体标准（推荐性技术文件）,香港主体条例,跨法域,,1,HK->CN:1,并存（按孰严执行）:1,并行义务:1,contextual:1,GBAMC-DRAFT-0506,香港PDPO第1原则与广东团体标准分属不同法域，前者为法定收集限制，后者为推荐性技术分级，二者并行不排斥，按孰严执行。,,,,,
P134,CN_GDHMD_023,HK_PDPO_DPP1_003,广东省健康医疗数据安全分类分级管理技术规范,香港《个人资料（私隐）条例》,团体标准（推荐性技术文件）,香港主体条例,跨法域,,1,HK->CN:1,并存（按孰严执行）:1,并行义务:1,contextual:1,GBAMC-DRAFT-0489,香港PDPO第1原则告知义务为强制；广东团标生命体征分级与加密建议为推荐性，二者并行，按香港法履行告知即可。,,,,,
P135,CN_GDHMD_023,HK_PDPO_S33_NOTE,广东省健康医疗数据安全分类分级管理技术规范,香港《个人资料（私隐）条例》,团体标准（推荐性技术文件）,香港主体条例,跨法域,,1,HK->CN:1,并存（按孰严执行）:1,并行义务:1,contextual:1,GBAMC-DRAFT-0506,香港第33条尚未生效，跨境移转仍受保障原则规管；内地团体标准为推荐性文件，二者并行，无排斥关系。,,,,,
P136,CN_HGR_Art28_001,CN_OUTBOUND_Art5_004,人类遗传资源管理条例,促进和规范数据跨境流动规定,行政法规,部门规章,,,1,CN->MO:1,并存（按孰严执行）:1,并行义务:1,lex_specialis:1,GBAMC-DRAFT-0641,基因测序数据涉人类遗传资源信息，须依条例第28条备案并备份；第5条豁免仅免网信三项程序，不免人类遗传资源备案与备份义务，二者并行。,,,,,
P137,CN_HGR_Art28_001,CN_OUTBOUND_Art7_002,人类遗传资源管理条例,促进和规范数据跨境流动规定,行政法规,部门规章,,,1,CN->MO:1,并存（按孰严执行）:1,并行义务:1,contextual:1,GBAMC-DRAFT-0711,人类遗传资源信息对外提供须向科技行政部门备案并提交信息备份，与网信部门安全评估是并行程序，互不替代，义务累积。,,,,,
P138,CN_HGR_Art28_001,CN_OUTBOUND_Art8_001,人类遗传资源管理条例,促进和规范数据跨境流动规定,行政法规,部门规章,,,1,CN->MO:1,并存（按孰严执行）:1,并行义务:1,contextual:1,GBAMC-DRAFT-0751,人类遗传资源备案与网信部门出境标准合同/安全评估是并行程序，互不替代；双轨备案义务并存。,,,,,
P139,CN_OUTBOUND_Art7_002,HK_PDPO_DPP3_001,促进和规范数据跨境流动规定,香港《个人资料（私隐）条例》,部门规章,香港主体条例,跨法域,,1,CN->HK:1,并存（按孰严执行）:1,并行义务:1,contextual:1,GBAMC-DRAFT-0288,香港使用限制原则与内地出境安全评估并行，分属不同法域，义务并存。,,,,,
P140,CN_OUTBOUND_Art8_001,CN_SPI_008,促进和规范数据跨境流动规定,网络安全标准实践指南 — 敏感个人信息识别指南,部门规章,技术指南（推荐性）,,,1,CN->MO:1,并存（按孰严执行）:1,并行义务:1,contextual:1,GBAMC-DRAFT-0691,敏感个人信息识别指南仅用于识别用药记录属敏感个人信息，进而触发出境规定门槛；两者为识别与适用关系，并行不冲突。,,,,,
P141,CN_OUTBOUND_Art8_001,CN_SPI_015,促进和规范数据跨境流动规定,网络安全标准实践指南 — 敏感个人信息识别指南,部门规章,技术指南（推荐性）,,,1,CN->MO:1,并存（按孰严执行）:1,并行义务:1,none:1,GBAMC-DRAFT-0823,技术指南将睡眠监测报告识别为敏感个人信息，供分类参考；出境门槛仍按部门规章判断，二者并行不构成冲突。,,,,,
P142,CN_PIPL_Art38_001,CN_PIPL_Art39_001,个人信息保护法,个人信息保护法,法律,法律,同法内关系,,1,CN->HK:1,并存（按孰严执行）:1,并行义务:1,lex_specialis:1,GBAMC-DRAFT-0279,第38条规定出境路径条件，第39条规定告知与单独同意义务，二者并行不悖，须同时满足。,,,,,
P143,CN_PIPL_Art40_001,HK_PDPO_DPP4_001,个人信息保护法,香港《个人资料（私隐）条例》,法律,香港主体条例,跨法域,,1,CN->HK:1,并存（按孰严执行）:1,并行义务:1,contextual:1,GBAMC-DRAFT-0338,内地安全评估与香港保安措施义务并行，分属不同法域，不存在压制关系。,,,,,
P144,CN_SPI_001,HK_PDPO_DPP1_003,网络安全标准实践指南 — 敏感个人信息识别指南,香港《个人资料（私隐）条例》,技术指南（推荐性）,香港主体条例,跨法域,,1,HK->CN:1,并存（按孰严执行）:1,并行义务:1,contextual:1,GBAMC-DRAFT-0540,香港告知义务与内地敏感个人信息识别指南并行适用，义务累积，不构成冲突。,,,,,
P145,CN_SPI_017,HK_PDPO_DPP1_002,网络安全标准实践指南 — 敏感个人信息识别指南,香港《个人资料（私隐）条例》,技术指南（推荐性）,香港主体条例,跨法域,,1,HK->CN:1,并存（按孰严执行）:1,并行义务:1,contextual:1,GBAMC-DRAFT-0556,香港收集目的原则与内地敏感个人信息识别指南并行适用；后者为推荐性技术指南，不创设法律义务，不压制香港规则。,,,,,
P146,CN_SPI_122,HK_PDPO_DPP1_003,网络安全标准实践指南 — 敏感个人信息识别指南,香港《个人资料（私隐）条例》,技术指南（推荐性）,香港主体条例,跨法域,,1,HK->CN:1,并存（按孰严执行）:1,并行义务:1,contextual:1,GBAMC-DRAFT-0491,香港告知原则与内地敏感信息识别指南并行适用；指南非法规，不创设法律义务，不得据以排除香港法定义务。,,,,,
P147,CN_SPI_128,HK_PDPO_DPP1_003,网络安全标准实践指南 — 敏感个人信息识别指南,香港《个人资料（私隐）条例》,技术指南（推荐性）,香港主体条例,跨法域,,1,HK->CN:1,并存（按孰严执行）:1,并行义务:1,contextual:1,GBAMC-DRAFT-0059,香港告知义务与内地敏感信息识别指南并行；指南仅作识别参考，不减免香港法告知义务，二者累积适用。,,,,,
P148,MO_PDPA_Art19_001,MO_PDPA_Art19_002,澳门《个人资料保护法》,澳门《个人资料保护法》,澳门法律,澳门法律,同法内关系,,1,MO->CN:1,并存（按孰严执行）:1,一般与例外:1,lex_specialis:1,GBAMC-DRAFT-0222,第19条第1款为一般规则，第2款为当地保护不足时的个案决定例外，二者同属澳门法转移审查框架，并行适用，不相互排斥。,,,,,
